Security,.STRATOPT U Index                                               
Start Date,4/16/1999 0:00
End Date,5/18/2021 0:00
Period,D
,
Date,PX_LAST
12/23/2016,4.0733
12/22/2016,4.2035
12/21/2016,4.0094
12/20/2016,3.7538
12/19/2016,4.1312
12/16/2016,2.6098
12/15/2016,2.4301
12/14/2016,2.8279
12/13/2016,1.9932
12/12/2016,2.6602
12/9/2016,2.5434
12/8/2016,3.1524
12/7/2016,3.3752
12/6/2016,4.7359
12/5/2016,5.0932
12/2/2016,5.705
12/1/2016,-1.5098
11/30/2016,-1.856
11/29/2016,-2.1164
11/28/2016,-1.9857
11/25/2016,-2.5007
11/23/2016,-2.1191
11/22/2016,-2.04
11/21/2016,-1.8279
11/18/2016,-1.0954
11/17/2016,-1.3314
11/16/2016,-0.87
11/15/2016,-1.0269
11/14/2016,-0.2865
11/11/2016,-0.298
11/10/2016,-0.4374
11/9/2016,-0.2432
11/8/2016,1.4695
11/7/2016,1.8522
11/4/2016,4.1157
11/3/2016,3.9422
11/2/2016,3.4825
11/1/2016,2.8072
10/31/2016,2.1094
10/28/2016,2.097
10/27/2016,1.7796
10/26/2016,1.4756
10/25/2016,1.299
10/24/2016,0.9143
10/21/2016,1.3936
10/20/2016,1.3851
10/19/2016,1.2456
10/18/2016,1.4676
10/17/2016,2.0926
10/14/2016,1.7825
10/13/2016,1.803
10/12/2016,1.4875
10/11/2016,1.6039
10/10/2016,0.3392
10/7/2016,0.8014
10/6/2016,0.4734
10/5/2016,0.5218
10/4/2016,0.9537
10/3/2016,0.4535
9/30/2016,0.1259
9/29/2016,0.9237
9/28/2016,-0.1091
9/27/2016,0.4199
9/26/2016,1.0671
9/23/2016,0.1991
9/22/2016,-0.9728
9/21/2016,-0.3292
9/20/2016,0.759
9/19/2016,0.7891
9/16/2016,0.7872
9/15/2016,0.407
9/14/2016,1.4221
9/13/2016,1.3625
9/12/2016,-0.1408
9/9/2016,1.3248
9/8/2016,-1.1599
9/7/2016,-1.3796
9/6/2016,-1.8514
9/2/2016,-1.5587
9/1/2016,-1.1452
8/31/2016,-1.1493
8/30/2016,-1.3841
8/29/2016,-1.5768
8/26/2016,-1.0622
8/25/2016,-1.2184
8/24/2016,-1.3533
8/23/2016,-1.8702
8/22/2016,-1.6787
8/19/2016,-1.7341
8/18/2016,-1.8756
8/17/2016,-1.6598
8/16/2016,-1.476
8/15/2016,-2.0158
8/12/2016,-1.7422
8/11/2016,-1.8204
8/10/2016,-1.3556
8/9/2016,-1.6381
8/8/2016,-1.5998
8/5/2016,-1.6891
8/4/2016,-0.8432
8/3/2016,-0.8222
8/2/2016,-0.5114
8/1/2016,-1.1443
7/29/2016,-0.9937
7/28/2016,-0.8322
7/27/2016,-0.6729
7/26/2016,-0.792
7/25/2016,-0.76
7/22/2016,-1.0588
7/21/2016,-0.6083
7/20/2016,-0.9673
7/19/2016,-0.5444
7/18/2016,-0.6872
7/15/2016,-0.4506
7/14/2016,-0.543
7/13/2016,-0.02
7/12/2016,-0.0065
7/11/2016,0.6944
7/8/2016,1.0376
7/7/2016,2.5788
7/6/2016,2.4894
7/5/2016,3.038
7/1/2016,2.3324
6/30/2016,2.5319
6/29/2016,4.0193
6/28/2016,5.791
6/27/2016,7.6709
6/24/2016,5.7225
6/23/2016,1.9249
6/22/2016,3.2871
6/21/2016,3.1165
6/20/2016,3.3961
6/17/2016,3.9967
6/16/2016,3.6579
6/15/2016,3.9826
6/14/2016,3.7912
6/13/2016,3.6045
6/10/2016,2.7637
6/9/2016,1.8209
6/8/2016,1.646
6/7/2016,1.9824
6/6/2016,2.1139
6/3/2016,2.6139
6/2/2016,2.3152
6/1/2016,2.6042
5/31/2016,2.7201
5/27/2016,2.8079
5/26/2016,3.2486
5/25/2016,3.2269
5/24/2016,3.9469
5/23/2016,5.369
5/20/2016,5.1493
5/19/2016,5.7822
5/18/2016,5.3901
5/17/2016,5.4118
5/16/2016,4.4197
5/13/2016,5.4427
5/12/2016,4.5487
5/11/2016,4.531
5/10/2016,3.5315
5/9/2016,4.8239
5/6/2016,4.9029
5/5/2016,5.236
5/4/2016,5.2108
5/3/2016,4.5862
5/2/2016,3.6787
4/29/2016,4.4885
4/28/2016,3.9594
4/27/2016,2.9998
4/26/2016,3.1697
4/25/2016,3.3629
4/22/2016,2.8887
4/21/2016,2.8936
4/20/2016,2.3592
4/19/2016,2.4372
4/18/2016,2.7531
4/15/2016,3.4252
4/14/2016,3.3234
4/13/2016,3.3413
4/12/2016,4.3789
4/11/2016,5.3874
4/8/2016,5.0987
4/7/2016,5.3915
4/6/2016,4.1294
4/5/2016,5.2235
4/4/2016,4.1561
4/1/2016,3.8219
3/31/2016,4.4792
3/30/2016,4.2661
3/29/2016,4.7197
3/28/2016,5.643
3/24/2016,5.7006
3/23/2016,5.6606
3/22/2016,4.9859
3/21/2016,4.8937
3/18/2016,4.9971
3/17/2016,5.4597
3/16/2016,6.4512
3/15/2016,7.0474
3/14/2016,6.8507
3/11/2016,6.716
3/10/2016,8.4656
3/9/2016,8.4826
3/8/2016,9.0306
3/7/2016,7.8051
3/4/2016,7.9005
3/3/2016,8.2572
3/2/2016,8.636
3/1/2016,9.0808
2/29/2016,11.6844
2/26/2016,10.7774
2/25/2016,10.5703
2/24/2016,11.8251
2/23/2016,12.3215
2/22/2016,10.9226
2/19/2016,12.5259
2/18/2016,12.523
2/17/2016,11.998
2/16/2016,13.8438
2/12/2016,15.7241
2/11/2016,18.5295
2/10/2016,17.0715
2/9/2016,17.0494
2/8/2016,16.9717
2/5/2016,15.3161
2/4/2016,13.1849
2/3/2016,13.6191
2/2/2016,15.0796
2/1/2016,12.9227
1/29/2016,12.8726
1/28/2016,15.6674
1/27/2016,16.3069
1/26/2016,15.0434
1/25/2016,17.2566
1/22/2016,15.4229
1/21/2016,18.5667
1/20/2016,19.1827
1/19/2016,17.789
1/15/2016,17.8517
1/14/2016,15.3062
1/13/2016,17.2313
1/12/2016,14.3046
1/11/2016,15.1965
1/8/2016,15.2948
1/7/2016,14.0452
1/6/2016,11.3422
1/5/2016,9.8819
1/4/2016,10.103
12/31/2015,8.4181
12/30/2015,6.9615
12/29/2015,6.1895
12/28/2015,7.3183
12/24/2015,7.0845
12/23/2015,6.9133
12/22/2015,8.2409
12/21/2015,9.1953
12/18/2015,10.0446
12/17/2015,8.0861
12/16/2015,6.4605
12/15/2015,8.8377
12/14/2015,9.9934
12/11/2015,10.5165
12/10/2015,8.3699
12/9/2015,8.6139
12/8/2015,7.7733
12/7/2015,7.0739
12/4/2015,6.3255
12/3/2015,8.5079
12/2/2015,6.9483
12/1/2015,5.7723
11/30/2015,6.902
11/27/2015,2.1477
11/25/2015,2.2084
11/24/2015,2.1952
11/23/2015,2.3201
11/20/2015,2.1937
11/19/2015,2.5831
11/18/2015,2.4679
11/17/2015,4.124
11/16/2015,3.9845
11/13/2015,5.5342
11/12/2015,4.3515
11/11/2015,2.8916
11/10/2015,2.8957
11/9/2015,3.0511
11/6/2015,2.0389
11/5/2015,2.0034
11/4/2015,1.8879
11/3/2015,1.5267
11/2/2015,1.8037
10/30/2015,3.0125
10/29/2015,2.517
10/28/2015,2.4709
10/27/2015,3.6841
10/26/2015,3.4193
10/23/2015,3.2215
10/22/2015,4.36
10/21/2015,6.0953
10/20/2015,5.4772
10/19/2015,5.3273
10/16/2015,5.3558
10/15/2015,5.8374
10/14/2015,7.4093
10/13/2015,6.9028
10/12/2015,6.1731
10/9/2015,6.3085
10/8/2015,6.3856
10/7/2015,7.3238
10/6/2015,8.1862
10/5/2015,7.798
10/2/2015,10.897
10/1/2015,12.8484
9/30/2015,13.0711
9/29/2015,15.228
9/28/2015,15.5827
9/25/2015,13.6517
9/24/2015,13.5987
9/23/2015,13.2167
9/22/2015,12.9848
9/21/2015,11.593
9/18/2015,12.5621
9/17/2015,10.7426
9/16/2015,10.459
9/15/2015,11.4206
9/14/2015,12.8503
9/11/2015,12.3888
9/10/2015,12.8931
9/9/2015,13.4889
9/8/2015,11.9117
9/4/2015,14.7188
9/3/2015,12.9602
9/2/2015,13.0918
9/1/2015,15.1605
8/31/2015,11.7545
8/28/2015,12.2748
8/27/2015,12.3432
8/26/2015,15.0728
8/25/2015,19.5646
8/24/2015,17.9478
8/21/2015,13.2991
8/20/2015,9.6904
8/19/2015,7.3759
8/18/2015,6.4895
8/17/2015,6.2099
8/14/2015,6.7634
8/13/2015,7.1811
8/12/2015,7.0444
8/11/2015,7.1461
8/10/2015,6.1221
8/7/2015,7.4332
8/6/2015,7.1243
8/5/2015,6.2938
8/4/2015,6.6249
8/3/2015,6.385
7/31/2015,6.0917
7/30/2015,5.8507
7/29/2015,5.8537
7/28/2015,6.6284
7/27/2015,7.9492
7/24/2015,7.3258
7/23/2015,6.177
7/22/2015,5.5743
7/21/2015,5.3223
7/20/2015,4.8734
7/17/2015,4.9543
7/16/2015,5.0704
7/15/2015,5.9125
7/14/2015,5.8347
7/13/2015,6.306
7/10/2015,7.4824
7/9/2015,8.8085
7/8/2015,9.0547
7/7/2015,7.2386
7/6/2015,7.8907
7/2/2015,7.4741
7/1/2015,7.441
6/30/2015,8.1862
6/29/2015,8.4738
6/26/2015,6.2104
6/25/2015,6.1689
6/24/2015,5.8532
6/23/2015,5.0749
6/22/2015,5.1417
6/19/2015,5.7825
6/18/2015,5.2215
6/17/2015,6.2634
6/16/2015,6.4738
6/15/2015,7.0796
6/12/2015,6.5847
6/11/2015,5.8392
6/10/2015,6.0232
6/9/2015,7.3
6/8/2015,7.3449
6/5/2015,6.6498
6/4/2015,6.4967
6/3/2015,5.5783
6/2/2015,5.802
6/1/2015,5.6953
5/29/2015,5.8655
5/28/2015,5.1966
5/27/2015,5.0634
5/26/2015,6.026
5/22/2015,4.9359
5/21/2015,4.7015
5/20/2015,4.9463
5/19/2015,4.8486
5/18/2015,4.7811
5/15/2015,5.1005
5/14/2015,5.1813
5/13/2015,6.315
5/12/2015,6.2826
5/11/2015,5.9691
5/8/2015,5.4298
5/7/2015,6.8487
5/6/2015,7.2519
5/5/2015,6.774
5/4/2015,5.5101
5/1/2015,5.8204
4/30/2015,7.216
4/29/2015,6.13
4/28/2015,5.733
4/27/2015,6.0258
4/24/2015,5.5867
4/23/2015,5.8246
4/22/2015,6.0741
4/21/2015,6.6138
4/20/2015,6.4559
4/17/2015,7.439
4/16/2015,6.2238
4/15/2015,6.1411
4/14/2015,6.6875
4/13/2015,6.8614
4/10/2015,6.3718
4/9/2015,6.9253
4/8/2015,7.4019
4/7/2015,7.69
4/6/2015,7.468
4/2/2015,8.1782
4/1/2015,8.56
3/31/2015,8.1295
3/30/2015,7.1785
3/27/2015,8.49
3/26/2015,8.7469
3/25/2015,8.4884
3/24/2015,6.9089
3/23/2015,6.2526
3/20/2015,6.0671
3/19/2015,7.0709
3/18/2015,6.5492
3/17/2015,7.8446
3/16/2015,7.4866
3/13/2015,8.9413
3/12/2015,8.2795
3/11/2015,9.644
3/10/2015,9.4337
3/9/2015,7.5776
3/6/2015,8.0019
3/5/2015,6.4711
3/4/2015,6.6461
3/3/2015,6.1781
3/2/2015,5.6962
2/27/2015,6.3435
2/26/2015,6.0292
2/25/2015,5.8727
2/24/2015,5.7916
2/23/2015,6.0834
2/20/2015,6.0513
2/19/2015,6.701
2/18/2015,6.5877
2/17/2015,6.5542
2/13/2015,6.7244
2/12/2015,7.1593
2/11/2015,8.1928
2/10/2015,8.1896
2/9/2015,9.3446
2/6/2015,8.8802
2/5/2015,8.508
2/4/2015,9.6247
2/3/2015,9.1691
2/2/2015,10.7455
1/30/2015,11.9304
1/29/2015,10.4762
1/28/2015,11.5295
1/27/2015,10.0244
1/26/2015,8.5514
1/23/2015,8.8302
1/22/2015,8.2326
1/21/2015,9.8852
1/20/2015,10.4052
1/16/2015,10.5763
1/15/2015,12.0607
1/14/2015,11.0244
1/13/2015,10.379
1/12/2015,10.0944
1/9/2015,9.2033
1/8/2015,8.2856
1/7/2015,10.2226
1/6/2015,11.5045
1/5/2015,10.5128
1/2/2015,7.3268
12/31/2014,7.2903
12/30/2014,6.1841
12/29/2014,5.665
12/26/2014,5.756
12/24/2014,6.106
12/23/2014,6.0912
12/22/2014,6.2765
12/19/2014,6.6815
12/18/2014,7.169
12/17/2014,9.7427
12/16/2014,11.9762
12/15/2014,11.0257
12/12/2014,10.3215
12/11/2014,8.5328
12/10/2014,9.025
12/9/2014,7.2424
12/8/2014,7.2169
12/5/2014,6.4389
12/4/2014,6.6161
12/3/2014,6.4922
12/2/2014,6.8931
12/1/2014,0.0273
11/28/2014,-0.6558
11/26/2014,-0.9084
11/25/2014,-0.8239
11/24/2014,-0.9379
11/21/2014,-0.6542
11/20/2014,-0.134
11/19/2014,0.0625
11/18/2014,-0.0877
11/17/2014,0.4252
11/14/2014,0.4991
11/13/2014,0.5232
11/12/2014,0.5765
11/11/2014,0.506
11/10/2014,0.576
11/7/2014,0.8898
11/6/2014,0.9251
11/5/2014,1.3061
11/4/2014,1.8836
11/3/2014,1.5953
10/31/2014,1.5832
10/30/2014,2.7749
10/29/2014,3.4152
10/28/2014,3.272
10/27/2014,4.5049
10/24/2014,4.348
10/23/2014,5.084
10/22/2014,6.3769
10/21/2014,5.6004
10/20/2014,7.6675
10/17/2014,8.6519
10/16/2014,10.0518
10/15/2014,10.0677
10/14/2014,9.1761
10/13/2014,9.3485
10/10/2014,7.5478
10/9/2014,6.3162
10/8/2014,4.1196
10/7/2014,5.9377
10/6/2014,4.3353
10/3/2014,4.172
10/2/2014,5.3351
10/1/2014,5.3356
9/30/2014,3.9401
9/29/2014,2.9427
9/26/2014,2.6805
9/25/2014,3.5611
9/24/2014,1.8866
9/23/2014,2.6846
9/22/2014,2.0915
9/19/2014,0.1293
9/18/2014,0.0815
9/17/2014,0.5711
9/16/2014,0.7014
9/15/2014,1.455
9/12/2014,1.383
9/11/2014,0.7785
9/10/2014,0.8674
9/9/2014,1.2351
9/8/2014,0.5726
9/5/2014,0.2635
9/4/2014,0.7684
9/3/2014,0.6138
9/2/2014,0.5354
8/29/2014,0.4807
8/28/2014,0.8143
8/27/2014,0.644
8/26/2014,0.649
8/25/2014,0.7548
8/22/2014,1.2372
8/21/2014,-0.0688
8/20/2014,0.226
8/19/2014,0.4744
8/18/2014,0.9768
8/15/2014,1.8383
8/14/2014,1.8321
8/13/2014,2.2746
8/12/2014,2.9606
8/11/2014,2.7921
8/8/2014,3.0757
8/7/2014,4.2643
8/6/2014,3.685
8/5/2014,3.6866
8/4/2014,2.6823
8/1/2014,3.1608
7/31/2014,2.8658
7/30/2014,0.8086
7/29/2014,0.8147
7/28/2014,0.3583
7/25/2014,0.3872
7/24/2014,-0.0996
7/23/2014,-0.0508
7/22/2014,0.1245
7/21/2014,0.6268
7/18/2014,0.3933
7/17/2014,1.4238
7/16/2014,0.2236
7/15/2014,0.6446
7/14/2014,0.4502
7/11/2014,0.5301
7/10/2014,0.4235
7/9/2014,0.0086
7/8/2014,0.4731
7/7/2014,-0.2351
7/4/2014,-0.6266
7/3/2014,-0.6266
7/2/2014,-0.082
7/1/2014,-0.0162
6/30/2014,0.6515
6/27/2014,0.41
6/26/2014,0.6019
6/25/2014,0.4833
6/24/2014,0.9754
6/23/2014,0.3256
6/20/2014,0.3123
6/19/2014,0.4858
6/18/2014,0.6142
6/17/2014,1.3908
6/16/2014,1.6111
6/13/2014,1.6961
6/12/2014,2.0149
6/11/2014,1.2917
6/10/2014,0.9335
6/9/2014,0.9086
6/6/2014,1.0034
6/5/2014,1.4708
6/4/2014,2.1329
6/3/2014,2.3261
6/2/2014,2.0795
5/30/2014,2.1538
5/29/2014,2.3422
5/28/2014,2.8914
5/27/2014,2.7768
5/23/2014,3.3922
5/22/2014,3.8315
5/21/2014,4.0767
5/20/2014,4.9214
5/19/2014,4.2396
5/16/2014,4.6404
5/15/2014,5.0325
5/14/2014,4.0492
5/13/2014,3.56
5/12/2014,3.6037
5/9/2014,4.6059
5/8/2014,4.7648
5/7/2014,4.6209
5/6/2014,4.9943
5/5/2014,4.0506
5/2/2014,4.2453
5/1/2014,4.1047
4/30/2014,4.0898
4/29/2014,4.4013
4/28/2014,4.8983
4/25/2014,5.2377
4/24/2014,4.3857
4/23/2014,4.5649
4/22/2014,4.3335
4/21/2014,4.7604
4/17/2014,5.1559
4/16/2014,5.2993
4/15/2014,6.4038
4/14/2014,7.1228
4/11/2014,8.003
4/10/2014,6.9784
4/9/2014,4.7442
4/8/2014,5.8878
4/7/2014,6.285
4/4/2014,5.1424
4/3/2014,3.8242
4/2/2014,3.7072
4/1/2014,4.0031
3/31/2014,4.7353
3/28/2014,5.5652
3/27/2014,6.055
3/26/2014,5.8535
3/25/2014,5.1125
3/24/2014,5.5754
3/21/2014,5.0618
3/20/2014,4.7537
3/19/2014,5.3865
3/18/2014,5.0608
3/17/2014,5.8193
3/14/2014,6.8366
3/13/2014,6.5351
3/12/2014,5.2885
3/11/2014,5.3206
3/10/2014,4.7854
3/7/2014,4.7369
3/6/2014,4.2072
3/5/2014,4.3863
3/4/2014,4.3807
3/3/2014,5.9743
2/28/2014,5.1924
2/27/2014,5.4851
2/26/2014,6.0071
2/25/2014,6.0094
2/24/2014,5.8665
2/21/2014,6.5214
2/20/2014,6.3171
2/19/2014,6.9583
2/18/2014,6.2605
2/14/2014,6.3836
2/13/2014,6.8952
2/12/2014,7.5162
2/11/2014,7.4873
2/10/2014,8.6763
2/7/2014,8.8469
2/6/2014,10.2947
2/5/2014,11.6668
2/4/2014,11.4403
2/3/2014,12.2918
1/31/2014,9.728
1/30/2014,9.0186
1/29/2014,10.2469
1/28/2014,9.1213
1/27/2014,9.7914
1/24/2014,9.256
1/23/2014,6.9753
1/22/2014,6.0243
1/21/2014,6.0853
1/17/2014,6.3795
1/16/2014,5.9651
1/15/2014,5.8224
1/14/2014,6.3691
1/13/2014,7.5198
1/10/2014,6.1676
1/9/2014,6.4125
1/8/2014,6.4496
1/7/2014,6.427
1/6/2014,7.0195
1/3/2014,6.7507
1/2/2014,-5.13
12/31/2013,-5.9707
12/30/2013,-5.5984
12/27/2013,-5.6153
12/26/2013,-5.6471
12/24/2013,-5.1993
12/23/2013,-4.9229
12/20/2013,-4.4173
12/19/2013,-3.9567
12/18/2013,-4.0124
12/17/2013,-2.4144
12/16/2013,-2.717
12/13/2013,-2.1022
12/12/2013,-2.1121
12/11/2013,-2.4812
12/10/2013,-3.5848
12/9/2013,-3.8913
12/6/2013,-3.7167
12/5/2013,-2.6347
12/4/2013,-3.0572
12/3/2013,-3.1836
12/2/2013,-3.4927
11/29/2013,-3.7551
11/27/2013,-3.8307
11/26/2013,-3.5917
11/25/2013,-3.8547
11/22/2013,-3.9762
11/21/2013,-3.4997
11/20/2013,-2.7153
11/19/2013,-3.069
11/18/2013,-3.267
11/15/2013,-3.6804
11/14/2013,-3.2737
11/13/2013,-2.8058
11/12/2013,-2.2453
11/11/2013,-2.477
11/8/2013,-2.4065
11/7/2013,-1.0961
11/6/2013,-2.3999
11/5/2013,-2.5508
11/4/2013,-2.8242
11/1/2013,-2.4772
10/31/2013,-2.1941
10/30/2013,-2.5696
10/29/2013,-3.0447
10/28/2013,-2.5032
10/25/2013,-2.3736
10/24/2013,-1.9446
10/23/2013,-1.6251
10/22/2013,-2.1468
10/21/2013,-1.5854
10/18/2013,-1.5764
10/17/2013,-0.9318
10/16/2013,-0.2637
10/15/2013,1.1154
10/14/2013,0.4011
10/11/2013,0.8102
10/10/2013,1.444
10/9/2013,3.6585
10/8/2013,3.718
10/7/2013,2.439
10/4/2013,1.5676
10/3/2013,2.284
10/2/2013,1.3655
10/1/2013,1.2979
9/30/2013,1.9892
9/27/2013,1.3743
9/26/2013,0.9613
9/25/2013,1.3132
9/24/2013,1.0357
9/23/2013,-0.4607
9/20/2013,-0.9305
9/19/2013,-1.6454
9/18/2013,-1.8267
9/17/2013,-0.6312
9/16/2013,-0.3299
9/13/2013,0.2376
9/12/2013,0.5097
9/11/2013,0.1699
9/10/2013,-0.0588
9/9/2013,0.6754
9/6/2013,1.6814
9/5/2013,1.6869
9/4/2013,1.81
9/3/2013,2.6363
8/30/2013,3.0637
8/29/2013,2.7366
8/28/2013,2.9383
8/27/2013,3.2211
8/26/2013,1.5826
8/23/2013,1.1722
8/22/2013,1.5716
8/21/2013,2.447
8/20/2013,1.8549
8/19/2013,2.2441
8/16/2013,1.2785
8/15/2013,0.9438
8/14/2013,-0.4978
8/13/2013,-1.0129
8/12/2013,-0.7381
8/9/2013,-0.8525
8/8/2013,-1.2065
8/7/2013,-0.8226
8/6/2013,-1.2001
8/5/2013,-1.7655
8/2/2013,-2.3788
8/1/2013,-2.2187
7/31/2013,-0.9924
7/30/2013,-1.006
7/29/2013,-0.9689
7/26/2013,-1.5754
7/25/2013,-1.4939
7/24/2013,-1.242
7/23/2013,-1.6184
7/22/2013,-1.8006
7/19/2013,-2.2511
7/18/2013,-2.0937
7/17/2013,-1.6009
7/16/2013,-1.328
7/15/2013,-1.6939
7/12/2013,-2.8086
7/11/2013,-2.5086
7/10/2013,-1.1872
7/9/2013,-1.1693
7/8/2013,-0.4548
7/5/2013,0.068
7/3/2013,1.0889
7/2/2013,1.1722
7/1/2013,1.1171
6/28/2013,1.6635
6/27/2013,1.2274
6/26/2013,1.855
6/25/2013,2.8318
6/24/2013,3.8084
6/21/2013,2.5477
6/20/2013,2.8215
6/19/2013,0.2499
6/18/2013,-1.6231
6/17/2013,-0.8566
6/14/2013,-0.1063
6/13/2013,-0.6942
6/12/2013,0.7739
6/11/2013,-0.0695
6/10/2013,-1.0841
6/7/2013,-1.1184
6/6/2013,0.1504
6/5/2013,1.0007
6/4/2013,-0.3911
6/3/2013,-0.94
5/31/2013,-0.352
5/30/2013,-1.7777
5/29/2013,-1.4172
5/28/2013,-2.112
5/24/2013,-1.4913
5/23/2013,-1.5456
5/22/2013,-1.8334
5/21/2013,-2.6456
5/20/2013,-3.3782
5/17/2013,-3.4465
5/16/2013,-2.452
5/15/2013,-2.9407
5/14/2013,-2.4443
5/13/2013,-2.0058
5/10/2013,-2.0016
5/9/2013,-1.5781
5/8/2013,-1.941
5/7/2013,-1.5351
5/6/2013,-1.0201
5/3/2013,-0.8313
5/2/2013,0.2134
5/1/2013,1.1563
4/30/2013,0.2147
4/29/2013,0.4637
4/26/2013,0.8065
4/25/2013,0.6208
4/24/2013,1.0267
4/23/2013,1.0274
4/22/2013,2.08
4/19/2013,2.5559
4/18/2013,3.4633
4/17/2013,2.77
4/16/2013,1.2975
4/15/2013,2.7468
4/12/2013,-0.3682
4/11/2013,-0.6508
4/10/2013,-0.2979
4/9/2013,0.9174
4/8/2013,1.2751
4/5/2013,1.9134
4/4/2013,1.4757
4/3/2013,1.8865
4/2/2013,0.812
4/1/2013,1.3334
3/28/2013,0.8801
3/27/2013,1.2893
3/26/2013,1.2297
3/25/2013,1.2444
3/22/2013,0.9063
3/21/2013,1.6302
3/20/2013,0.7885
3/19/2013,1.4635
3/18/2013,1.2177
3/15/2013,-1.1341
3/14/2013,-1.2941
3/13/2013,-0.7411
3/12/2013,-0.6106
3/11/2013,-0.8495
3/8/2013,-0.5273
3/7/2013,-0.0816
3/6/2013,0.0999
3/5/2013,0.2085
3/4/2013,1.1671
3/1/2013,1.6335
2/28/2013,1.8697
2/27/2013,1.7817
2/26/2013,3.0769
2/25/2013,3.7067
2/22/2013,1.8079
2/21/2013,2.701
2/20/2013,2.0536
2/19/2013,0.7878
2/15/2013,1.5272
2/14/2013,1.4211
2/13/2013,1.4911
2/12/2013,1.5512
2/11/2013,1.7132
2/8/2013,1.6516
2/7/2013,2.2267
2/6/2013,2.0422
2/5/2013,2.0982
2/4/2013,3.1617
2/1/2013,1.9714
1/31/2013,2.9964
1/30/2013,2.5993
1/29/2013,2.1992
1/28/2013,2.721
1/25/2013,2.531
1/24/2013,3.0893
1/23/2013,3.09
1/22/2013,3.2454
1/18/2013,3.7026
1/17/2013,4.0555
1/16/2013,4.6427
1/15/2013,4.1879
1/14/2013,4.3055
1/11/2013,4.2084
1/10/2013,4.2035
1/9/2013,4.9951
1/8/2013,5.274
1/7/2013,4.9327
1/4/2013,4.6049
1/3/2013,5.1139
1/2/2013,4.8946
12/31/2012,-1.7662
12/28/2012,-0.102
12/27/2012,-1.2058
12/26/2012,-1.3262
12/24/2012,-1.9388
12/21/2012,-2.1781
12/20/2012,-3.0955
12/19/2012,-2.5637
12/18/2012,-3.3032
12/17/2012,-2.1925
12/14/2012,-1.0314
12/13/2012,-1.4407
12/12/2012,-2.0637
12/11/2012,-2.0198
12/10/2012,-1.3782
12/7/2012,-1.3448
12/6/2012,-1.0566
12/5/2012,-0.7295
12/4/2012,-0.5721
12/3/2012,-0.7421
11/30/2012,-1.2131
11/29/2012,-1.1971
11/28/2012,-0.7752
11/27/2012,0.0043
11/26/2012,-0.5184
11/23/2012,-0.7203
11/21/2012,0.573
11/20/2012,1.5989
11/19/2012,1.6663
11/16/2012,3.6856
11/15/2012,4.1874
11/14/2012,4.0214
11/13/2012,3.0898
11/12/2012,2.6789
11/9/2012,2.6923
11/8/2012,2.8668
11/7/2012,1.6113
11/6/2012,-0.7974
11/5/2012,-0.0183
11/2/2012,0.198
11/1/2012,-0.7418
10/31/2012,0.3427
10/26/2012,0.3584
10/25/2012,0.2852
10/24/2012,0.5856
10/23/2012,0.2753
10/22/2012,-1.1731
10/19/2012,-1.1296
10/18/2012,-2.7681
10/17/2012,-3.0057
10/16/2012,-2.6063
10/15/2012,-1.6061
10/12/2012,-0.8113
10/11/2012,-1.1055
10/10/2012,-1.0862
10/9/2012,-1.6983
10/8/2012,-3.014
10/5/2012,-3.3492
10/4/2012,-3.3803
10/3/2012,-2.6871
10/2/2012,-2.3344
10/1/2012,-2.2492
9/28/2012,-1.99
9/27/2012,-2.4289
9/26/2012,-1.4875
9/25/2012,-2.0526
9/24/2012,-3.8363
9/21/2012,-4.051
9/20/2012,-4.0582
9/19/2012,-4.1101
9/18/2012,-3.9964
9/17/2012,-4.1192
9/14/2012,-4.4188
9/13/2012,-4.0404
9/12/2012,-2.4754
9/11/2012,-2.272
9/10/2012,-1.9649
9/7/2012,-2.9153
9/6/2012,-2.5221
9/5/2012,-0.5294
9/4/2012,-0.6363
8/31/2012,-0.7522
8/30/2012,-0.2487
8/29/2012,-1.0273
8/28/2012,-0.9437
8/27/2012,-1.0238
8/24/2012,-1.0722
8/23/2012,-0.4336
8/22/2012,-1.2374
8/21/2012,-1.7103
8/20/2012,-2.0541
8/17/2012,-2.0562
8/16/2012,-1.8728
8/15/2012,-1.1761
8/14/2012,-1.0634
8/13/2012,-1.0761
8/10/2012,-1.2
8/9/2012,-0.9837
8/8/2012,-0.9428
8/7/2012,-0.8813
8/6/2012,-0.3751
8/3/2012,-0.1431
8/2/2012,1.7582
8/1/2012,1.0079
7/31/2012,0.7018
7/30/2012,0.2671
7/27/2012,0.2186
7/26/2012,2.1309
7/25/2012,3.8202
7/24/2012,3.7876
7/23/2012,2.9974
7/20/2012,2.0798
7/19/2012,1.0527
7/18/2012,1.3272
7/17/2012,2.0042
7/16/2012,2.76
7/13/2012,2.5221
7/12/2012,4.2135
7/11/2012,3.693
7/10/2012,3.6922
7/9/2012,2.8496
7/6/2012,2.6811
7/5/2012,1.7125
7/3/2012,1.2358
7/2/2012,1.8667
6/29/2012,2.6311
6/28/2012,5.1887
6/27/2012,4.9668
6/26/2012,5.9099
6/25/2012,6.4154
6/22/2012,4.7175
6/21/2012,5.4688
6/20/2012,3.1209
6/19/2012,2.947
6/18/2012,3.9575
6/15/2012,4.1077
6/14/2012,5.184
6/13/2012,6.3215
6/12/2012,5.5748
6/11/2012,6.8048
6/8/2012,5.4569
6/7/2012,6.3126
