Security,CDSPHRAV Index                                                  ,
Start Date,1/2/2003 0:00,
End Date,5/18/2021 0:00,
Period,D,
Currency,CNY,
,,
Date,PX_LAST,CHG_NET_1D
4/6/2012,4382,8
4/5/2012,4374,-1
3/30/2012,4375,-1
3/29/2012,4376,5
3/28/2012,4371,7
3/27/2012,4364,7
3/26/2012,4357,0
3/23/2012,4357,1
3/22/2012,4356,6
3/21/2012,4350,3
3/20/2012,4347,5
3/19/2012,4342,16
3/16/2012,4326,-3
3/15/2012,4329,-4
3/14/2012,4333,13
3/13/2012,4320,4
3/12/2012,4316,20
3/9/2012,4296,1
3/8/2012,4295,0
3/7/2012,4295,2
3/6/2012,4293,0
3/5/2012,4293,9
3/2/2012,4284,2
3/1/2012,4282,10
2/29/2012,4272,0
2/28/2012,4272,10
2/27/2012,4262,13
2/24/2012,4249,7
2/23/2012,4242,13
2/22/2012,4229,8
2/21/2012,4221,-2
2/20/2012,4223,1
2/17/2012,4222,-5
2/16/2012,4227,-12
2/15/2012,4239,-4
2/14/2012,4243,0
2/13/2012,4243,-4
2/10/2012,4247,-1
2/9/2012,4248,0
2/8/2012,4248,-2
2/7/2012,4250,-1
2/6/2012,4251,5
2/3/2012,4246,2
2/2/2012,4244,1
2/1/2012,4243,-1
1/31/2012,4244,2
1/30/2012,4242,19
1/20/2012,4223,0
1/19/2012,4223,0
1/18/2012,4223,0
1/17/2012,4223,-2
1/16/2012,4225,0
1/13/2012,4225,0
1/12/2012,4225,-1
1/11/2012,4226,1
1/10/2012,4225,8
1/9/2012,4217,-3
1/6/2012,4220,-3
1/5/2012,4223,-4
1/4/2012,4227,8
12/30/2011,4219,-4
12/29/2011,4223,-2
12/28/2011,4225,-2
12/27/2011,4227,-1
12/26/2011,4228,2
12/23/2011,4226,1
12/22/2011,4225,-2
12/21/2011,4227,0
12/20/2011,4227,3
12/19/2011,4224,0
12/16/2011,4224,0
12/15/2011,4224,-4
12/14/2011,4228,-2
12/13/2011,4230,0
12/12/2011,4230,2
12/9/2011,4228,-1
12/8/2011,4229,0
12/7/2011,4229,2
12/6/2011,4227,0
12/5/2011,4227,0
12/2/2011,4227,1
12/1/2011,4226,9
11/30/2011,4217,0
11/29/2011,4217,-2
11/28/2011,4219,-10
11/25/2011,4229,0
11/24/2011,4229,0
11/23/2011,4229,-2
11/22/2011,4231,-9
11/21/2011,4240,-6
11/18/2011,4246,-7
11/17/2011,4253,-8
11/16/2011,4261,7
11/15/2011,4254,5
11/14/2011,4249,19
11/11/2011,4230,-2
11/10/2011,4232,-6
11/9/2011,4238,0
11/8/2011,4238,-4
11/7/2011,4242,24
11/4/2011,4218,1
11/3/2011,4217,-7
11/2/2011,4224,-20
11/1/2011,4244,-9
10/31/2011,4253,23
10/28/2011,4230,12
10/27/2011,4218,-5
10/26/2011,4223,6
10/25/2011,4217,44
10/24/2011,4173,33
10/21/2011,4140,-96
10/20/2011,4236,-121
10/19/2011,4357,-89
10/18/2011,4446,-54
10/17/2011,4500,-38
10/14/2011,4538,-29
10/13/2011,4567,-20
10/12/2011,4587,-30
10/11/2011,4617,0
10/10/2011,4617,1
9/30/2011,4616,-8
9/29/2011,4624,-32
9/28/2011,4656,-4
9/27/2011,4660,-51
9/26/2011,4711,0
9/23/2011,4711,-30
9/22/2011,4741,-4
9/21/2011,4745,-12
9/20/2011,4757,-23
9/19/2011,4780,-24
9/16/2011,4804,-11
9/15/2011,4815,-16
9/14/2011,4831,-1
9/13/2011,4832,-2
9/9/2011,4834,-1
9/8/2011,4835,0
9/7/2011,4835,-2
9/6/2011,4837,0
9/5/2011,4837,0
9/2/2011,4837,1
9/1/2011,4836,0
8/31/2011,4836,0
8/30/2011,4836,0
8/29/2011,4836,-1
8/26/2011,4837,0
8/25/2011,4837,-1
8/24/2011,4838,0
8/23/2011,4838,-1
8/22/2011,4839,3
8/19/2011,4836,-3
8/18/2011,4839,2
8/17/2011,4837,-2
8/16/2011,4839,5
8/15/2011,4834,10
8/12/2011,4824,5
8/11/2011,4819,-1
8/10/2011,4820,1
8/9/2011,4819,-23
8/8/2011,4842,-3
8/5/2011,4845,-7
8/4/2011,4852,5
8/3/2011,4847,11
8/2/2011,4836,2
8/1/2011,4834,2
7/29/2011,4832,0
7/28/2011,4832,-3
7/27/2011,4835,3
7/26/2011,4832,-1
7/25/2011,4833,10
7/22/2011,4823,1
7/21/2011,4822,0
7/20/2011,4822,5
7/19/2011,4817,13
7/18/2011,4804,14
7/15/2011,4790,-3
7/14/2011,4793,3
7/13/2011,4790,6
7/12/2011,4784,13
7/11/2011,4771,9
7/8/2011,4762,5
7/7/2011,4757,1
7/6/2011,4756,-3
7/5/2011,4759,20
7/4/2011,4739,0
7/1/2011,4739,-6
6/30/2011,4745,0
6/29/2011,4745,-11
6/28/2011,4756,-2
6/27/2011,4758,-3
6/24/2011,4761,-3
6/23/2011,4764,-7
6/22/2011,4771,-10
6/21/2011,4781,4
6/20/2011,4777,-40
6/17/2011,4817,-11
6/16/2011,4828,-14
6/15/2011,4842,0
6/14/2011,4842,-8
6/13/2011,4850,-12
6/10/2011,4862,-1
6/9/2011,4863,0
6/8/2011,4863,0
6/7/2011,4863,-2
6/3/2011,4865,0
6/2/2011,4865,-3
6/1/2011,4868,2
5/31/2011,4866,-1
5/30/2011,4867,3
5/27/2011,4864,3
5/26/2011,4861,2
5/25/2011,4859,1
5/24/2011,4858,-7
5/23/2011,4865,-8
5/20/2011,4873,-6
5/19/2011,4879,-2
5/18/2011,4881,0
5/17/2011,4881,1
5/16/2011,4880,6
5/13/2011,4874,-25
5/12/2011,4899,0
5/11/2011,4899,6
5/10/2011,4893,-3
5/9/2011,4896,-8
5/6/2011,4904,-23
5/5/2011,4927,-15
5/4/2011,4942,4
5/3/2011,4938,26
4/29/2011,4912,1
4/28/2011,4911,1
4/27/2011,4910,6
4/26/2011,4904,2
4/25/2011,4902,21
4/22/2011,4881,7
4/21/2011,4874,18
4/20/2011,4856,-4
4/19/2011,4860,-6
4/18/2011,4866,-28
4/15/2011,4894,-6
4/14/2011,4900,14
4/13/2011,4886,-18
4/12/2011,4904,66
4/11/2011,4838,0
4/8/2011,4838,27
4/7/2011,4811,27
4/6/2011,4784,20
4/1/2011,4764,-9
3/31/2011,4773,20
3/30/2011,4753,0
3/29/2011,4753,17
3/28/2011,4736,11
3/25/2011,4725,4
3/24/2011,4721,37
3/23/2011,4684,0
3/22/2011,4684,-42
3/21/2011,4726,-10
3/18/2011,4736,0
3/17/2011,4736,42
3/16/2011,4694,33
3/15/2011,4661,34
3/14/2011,4627,-3
3/11/2011,4630,-24
3/10/2011,4654,-26
3/9/2011,4680,-8
3/8/2011,4688,-9
3/7/2011,4697,-18
3/4/2011,4715,-25
3/3/2011,4740,-3
3/2/2011,4743,-43
3/1/2011,4786,-6
2/28/2011,4792,0
2/25/2011,4792,-19
2/24/2011,4811,-42
2/23/2011,4853,-20
2/22/2011,4873,-2
2/21/2011,4875,5
2/18/2011,4870,-54
2/17/2011,4924,-22
2/16/2011,4946,-15
2/15/2011,4961,10
2/14/2011,4951,83
2/11/2011,4868,0
1/28/2011,4868,0
1/27/2011,4868,0
1/26/2011,4868,21
1/25/2011,4847,19
1/24/2011,4828,24
1/21/2011,4804,6
1/20/2011,4798,2
1/19/2011,4796,4
1/18/2011,4792,27
1/17/2011,4765,38
1/14/2011,4727,12
1/13/2011,4715,4
1/12/2011,4711,6
1/11/2011,4705,14
1/10/2011,4691,22
1/7/2011,4669,26
1/6/2011,4643,7
1/5/2011,4636,32
1/4/2011,4604,31
12/31/2010,4573,9
12/30/2010,4564,4
12/29/2010,4560,-2
12/28/2010,4562,0
12/27/2010,4562,-5
12/24/2010,4567,-7
12/23/2010,4574,4
12/22/2010,4570,11
12/21/2010,4559,15
12/20/2010,4544,46
12/17/2010,4498,2
12/16/2010,4496,7
12/15/2010,4489,13
12/14/2010,4476,24
12/13/2010,4452,10
12/10/2010,4442,-2
12/9/2010,4444,-6
12/8/2010,4450,13
12/7/2010,4437,26
12/6/2010,4411,12
12/3/2010,4399,7
12/2/2010,4392,19
12/1/2010,4373,6
11/30/2010,4367,0
11/29/2010,4367,3
11/26/2010,4364,-8
11/25/2010,4372,17
11/24/2010,4355,-3
11/23/2010,4358,-6
11/22/2010,4364,-6
11/19/2010,4370,11
11/18/2010,4359,-7
11/17/2010,4366,-20
11/16/2010,4386,-7
11/15/2010,4393,-13
11/12/2010,4406,-9
11/11/2010,4415,-10
11/10/2010,4425,15
11/9/2010,4410,5
11/8/2010,4405,84
11/5/2010,4321,10
11/4/2010,4311,24
11/3/2010,4287,5
11/2/2010,4282,12
11/1/2010,4270,6
10/29/2010,4264,-4
10/28/2010,4268,-3
10/27/2010,4271,-8
10/26/2010,4279,0
10/25/2010,4279,-10
10/22/2010,4289,4
10/21/2010,4285,5
10/20/2010,4280,-41
10/19/2010,4321,-9
10/18/2010,4330,9
10/15/2010,4321,0
10/14/2010,4321,-23
10/13/2010,4344,-11
10/12/2010,4355,-6
10/11/2010,4361,87
9/30/2010,4274,2
9/29/2010,4272,-4
9/28/2010,4276,-15
9/27/2010,4291,-35
9/20/2010,4326,0
9/17/2010,4326,0
9/16/2010,4326,-55
9/15/2010,4381,-30
9/14/2010,4411,-19
9/13/2010,4430,42
9/10/2010,4388,-35
9/9/2010,4423,-3
9/8/2010,4426,-15
9/7/2010,4441,48
9/6/2010,4393,149
9/3/2010,4244,9
9/2/2010,4235,18
9/1/2010,4217,-1
8/31/2010,4218,7
8/30/2010,4211,35
8/27/2010,4176,4
8/26/2010,4172,-5
8/25/2010,4177,-15
8/24/2010,4192,-18
8/23/2010,4210,-49
8/20/2010,4259,-8
8/19/2010,4267,-8
8/18/2010,4275,6
8/17/2010,4269,34
8/16/2010,4235,-17
8/13/2010,4252,0
8/12/2010,4252,-9
8/11/2010,4261,-4
8/10/2010,4265,6
8/9/2010,4259,19
8/6/2010,4240,-11
8/5/2010,4251,-1
8/4/2010,4252,0
8/3/2010,4252,-6
8/2/2010,4258,41
7/30/2010,4217,58
7/29/2010,4159,0
7/28/2010,4159,-18
7/27/2010,4177,-17
7/26/2010,4194,56
7/23/2010,4138,37
7/22/2010,4101,32
7/21/2010,4069,85
7/20/2010,3984,75
7/19/2010,3909,20
7/16/2010,3889,0
7/15/2010,3889,1
7/14/2010,3888,-22
7/13/2010,3910,1
7/12/2010,3909,0
7/9/2010,3909,-27
7/8/2010,3936,0
7/7/2010,3936,-5
7/6/2010,3941,-51
7/5/2010,3992,0
7/2/2010,3992,-64
7/1/2010,4056,-40
6/30/2010,4096,-44
6/29/2010,4140,-28
6/28/2010,4168,-15
6/25/2010,4183,0
6/24/2010,4183,-2
6/23/2010,4185,-26
6/22/2010,4211,5
6/21/2010,4206,-8
6/18/2010,4214,-18
6/17/2010,4232,4
6/11/2010,4228,3
6/10/2010,4225,-5
6/9/2010,4230,9
6/8/2010,4221,-18
6/7/2010,4239,-39
6/4/2010,4278,-7
6/3/2010,4285,5
6/2/2010,4280,-6
6/1/2010,4286,-30
5/31/2010,4316,-18
5/28/2010,4334,25
5/27/2010,4309,-26
5/26/2010,4335,-26
5/25/2010,4361,19
5/24/2010,4342,51
5/21/2010,4291,-16
5/20/2010,4307,19
5/19/2010,4288,-7
5/18/2010,4295,-72
5/17/2010,4367,-71
5/14/2010,4438,-8
5/13/2010,4446,-83
5/12/2010,4529,-86
5/11/2010,4615,-4
5/10/2010,4619,-28
5/7/2010,4647,11
5/6/2010,4636,0
5/5/2010,4636,43
4/30/2010,4593,-6
4/29/2010,4599,-29
4/28/2010,4628,-38
4/27/2010,4666,-14
4/26/2010,4680,0
4/23/2010,4680,0
4/22/2010,4680,35
4/21/2010,4645,-3
4/20/2010,4648,-35
4/19/2010,4683,6
4/16/2010,4677,-21
4/15/2010,4698,5
4/14/2010,4693,17
4/13/2010,4676,38
4/12/2010,4638,56
4/9/2010,4582,4
4/8/2010,4578,29
4/7/2010,4549,49
4/6/2010,4500,51
4/2/2010,4449,14
4/1/2010,4435,9
3/31/2010,4426,-17
3/30/2010,4443,15
3/29/2010,4428,44
3/26/2010,4384,82
3/24/2010,4302,-17
3/23/2010,4319,21
3/22/2010,4298,50
3/19/2010,4248,7
3/18/2010,4241,-22
3/17/2010,4263,42
3/16/2010,4221,36
3/15/2010,4185,86
3/12/2010,4099,30
3/11/2010,4069,41
3/10/2010,4028,33
3/9/2010,3995,21
3/8/2010,3974,9
3/5/2010,3965,3
3/4/2010,3962,14
3/3/2010,3948,0
3/2/2010,3948,27
3/1/2010,3921,25
2/26/2010,3896,13
2/25/2010,3883,7
2/24/2010,3876,1
2/23/2010,3875,0
2/22/2010,3875,60
2/9/2010,3815,0
2/8/2010,3815,0
2/5/2010,3815,5
2/4/2010,3810,2
2/3/2010,3808,-13
2/2/2010,3821,2
2/1/2010,3819,9
1/29/2010,3810,9
1/28/2010,3801,8
1/27/2010,3793,-5
1/26/2010,3798,-2
1/25/2010,3800,-27
1/22/2010,3827,-27
1/21/2010,3854,-28
1/20/2010,3882,-7
1/19/2010,3889,4
1/18/2010,3885,-28
1/15/2010,3913,-13
1/14/2010,3926,1
1/13/2010,3925,-18
1/12/2010,3943,9
1/11/2010,3934,17
1/8/2010,3917,-50
1/7/2010,3967,3
1/6/2010,3964,8
1/5/2010,3956,26
1/4/2010,3930,31
12/31/2009,3899,3
12/30/2009,3896,6
12/29/2009,3890,25
12/28/2009,3865,15
12/25/2009,3850,16
12/24/2009,3834,-7
12/23/2009,3841,29
12/22/2009,3812,-58
12/21/2009,3870,24
12/18/2009,3846,91
12/17/2009,3755,-9
12/16/2009,3764,28
12/15/2009,3736,0
12/14/2009,3736,24
12/11/2009,3712,19
12/10/2009,3693,-123
12/9/2009,3816,96
12/8/2009,3720,-112
12/7/2009,3832,154
12/4/2009,3678,-33
12/3/2009,3711,12
12/2/2009,3699,5
12/1/2009,3694,1
11/30/2009,3693,-61
11/27/2009,3754,-3
11/26/2009,3757,3
11/25/2009,3754,-2
11/24/2009,3756,31
11/23/2009,3725,30
11/20/2009,3695,33
11/19/2009,3662,4
11/18/2009,3658,-9
11/17/2009,3667,31
11/16/2009,3636,6
11/13/2009,3630,2
11/12/2009,3628,6
11/11/2009,3622,-2
11/10/2009,3624,36
11/9/2009,3588,53
11/6/2009,3535,3
11/5/2009,3532,5
11/4/2009,3527,-6
11/3/2009,3533,12
11/2/2009,3521,10
10/30/2009,3511,8
10/29/2009,3503,-53
10/28/2009,3556,-11
10/27/2009,3567,52
10/26/2009,3515,45
10/23/2009,3470,0
10/22/2009,3470,61
10/21/2009,3409,-13
10/20/2009,3422,32
10/19/2009,3390,46
10/16/2009,3344,31
10/15/2009,3313,-3
10/14/2009,3316,-11
10/13/2009,3327,-75
10/9/2009,3402,-22
9/28/2009,3424,-19
9/25/2009,3443,-13
9/24/2009,3456,-52
9/23/2009,3508,-27
9/22/2009,3535,-18
9/21/2009,3553,-15
9/18/2009,3568,-13
9/17/2009,3581,0
9/16/2009,3581,-7
9/15/2009,3588,-12
9/14/2009,3600,-12
9/11/2009,3612,-8
9/10/2009,3620,27
9/9/2009,3593,5
9/8/2009,3588,-161
9/7/2009,3749,-3
9/4/2009,3752,-2
9/3/2009,3754,-35
9/2/2009,3789,-28
9/1/2009,3817,-42
8/31/2009,3859,-5
8/28/2009,3864,1
8/27/2009,3863,18
8/26/2009,3845,-27
8/25/2009,3872,-36
8/24/2009,3908,2
8/21/2009,3906,52
8/20/2009,3854,-84
8/19/2009,3938,-67
8/18/2009,4005,-79
8/17/2009,4084,-54
8/14/2009,4138,-13
8/13/2009,4151,-77
8/12/2009,4228,-31
8/11/2009,4259,-71
8/10/2009,4330,-90
8/7/2009,4420,5
8/6/2009,4415,5
8/5/2009,4410,-13
8/4/2009,4423,75
8/3/2009,4348,168
7/31/2009,4180,4
7/30/2009,4176,7
7/29/2009,4169,8
7/28/2009,4161,49
7/27/2009,4112,51
7/24/2009,4061,11
7/23/2009,4050,-9
7/22/2009,4059,88
7/21/2009,3971,-65
7/20/2009,4036,41
7/17/2009,3995,85
7/15/2009,3910,-12
7/14/2009,3922,35
7/13/2009,3887,29
7/10/2009,3858,24
7/9/2009,3834,0
7/8/2009,3834,9
7/7/2009,3825,0
7/6/2009,3825,108
7/3/2009,3717,17
7/2/2009,3700,6
7/1/2009,3694,-104
6/30/2009,3798,-36
6/29/2009,3834,0
6/26/2009,3834,13
6/25/2009,3821,28
6/24/2009,3793,0
6/23/2009,3793,23
6/22/2009,3770,24
6/19/2009,3746,0
6/18/2009,3746,19
6/17/2009,3727,9
6/16/2009,3718,22
6/15/2009,3696,11
6/12/2009,3685,30
6/11/2009,3655,0
6/10/2009,3655,-4
6/9/2009,3659,2
6/8/2009,3657,26
6/5/2009,3631,-5
6/4/2009,3636,-5
6/3/2009,3641,-2
6/2/2009,3643,2
6/1/2009,3641,41
5/27/2009,3600,14
5/26/2009,3586,5
5/25/2009,3581,-13
5/22/2009,3594,-21
5/21/2009,3615,-9
5/20/2009,3624,2
5/19/2009,3622,3
5/18/2009,3619,99
5/15/2009,3520,-64
5/14/2009,3584,19
5/13/2009,3565,3
5/12/2009,3562,16
5/11/2009,3546,32
5/8/2009,3514,23
5/7/2009,3491,-4
5/6/2009,3495,0
5/5/2009,3495,13
5/4/2009,3482,22
4/30/2009,3460,-10
4/29/2009,3470,28
4/28/2009,3442,11
4/27/2009,3431,24
4/24/2009,3407,57
4/23/2009,3350,-79
4/22/2009,3429,-16
4/21/2009,3445,95
4/20/2009,3350,-19
4/17/2009,3369,21
4/16/2009,3348,2
4/15/2009,3346,-12
4/14/2009,3358,-73
4/13/2009,3431,-16
4/10/2009,3447,0
4/9/2009,3447,-21
4/8/2009,3468,-15
4/7/2009,3483,-24
4/3/2009,3507,-69
4/2/2009,3576,241
4/1/2009,3335,-257
3/31/2009,3592,0
3/30/2009,3592,5
3/27/2009,3587,0
3/26/2009,3587,-10
3/25/2009,3597,37
3/24/2009,3560,-10
3/23/2009,3570,200
3/20/2009,3370,-2
3/19/2009,3372,-2
3/18/2009,3374,-197
3/17/2009,3571,100
3/16/2009,3471,3
3/13/2009,3468,67
3/12/2009,3401,-4
3/11/2009,3405,-230
3/10/2009,3635,2
3/9/2009,3633,18
3/6/2009,3615,-17
3/5/2009,3632,-13
3/4/2009,3645,-32
3/3/2009,3677,-22
3/2/2009,3699,-20
2/27/2009,3719,171
2/26/2009,3548,-175
2/25/2009,3723,-53
2/24/2009,3776,-27
2/23/2009,3803,15
2/20/2009,3788,-4
2/19/2009,3792,-46
2/18/2009,3838,-57
2/17/2009,3895,-43
2/16/2009,3938,-44
2/13/2009,3982,-45
2/12/2009,4027,-44
2/11/2009,4071,-12
2/10/2009,4083,83
2/9/2009,4000,-155
2/6/2009,4155,-12
2/5/2009,4167,-5
2/4/2009,4172,59
2/3/2009,4113,13
2/2/2009,4100,100
1/20/2009,4000,-96
1/19/2009,4096,43
1/16/2009,4053,-22
1/15/2009,4075,32
1/14/2009,4043,-5
1/13/2009,4048,-20
1/12/2009,4068,-5
1/9/2009,4073,5
1/8/2009,4068,8
1/7/2009,4060,-15
1/6/2009,4075,5
1/5/2009,4070,132
12/31/2008,3938,15
12/30/2008,3923,72
12/29/2008,3851,24
12/26/2008,3827,3
12/25/2008,3824,0
12/24/2008,3824,82
12/23/2008,3742,0
12/22/2008,3742,22
12/19/2008,3720,4
12/18/2008,3716,18
12/17/2008,3698,8
12/16/2008,3690,9
12/15/2008,3681,28
12/12/2008,3653,0
12/11/2008,3653,-18
12/10/2008,3671,-2
12/9/2008,3673,-8
12/8/2008,3681,0
12/5/2008,3681,5
12/4/2008,3676,19
12/3/2008,3657,17
12/2/2008,3640,31
12/1/2008,3609,15
11/28/2008,3594,25
11/27/2008,3569,0
11/26/2008,3569,45
11/25/2008,3524,6
11/24/2008,3518,-25
11/21/2008,3543,0
11/20/2008,3543,70
11/19/2008,3473,185
11/18/2008,3288,-25
11/17/2008,3313,25
11/14/2008,3288,438
11/13/2008,2850,-300
11/12/2008,3150,-50
11/11/2008,3200,0
11/10/2008,3200,-212
11/7/2008,3412,277
11/6/2008,3135,-301
11/5/2008,3436,-22
11/4/2008,3458,-17
11/3/2008,3475,-20
10/31/2008,3495,-152
10/30/2008,3647,107
10/29/2008,3540,-5
10/28/2008,3545,0
10/27/2008,3545,-15
10/24/2008,3560,-60
10/23/2008,3620,-28
10/22/2008,3648,18
10/21/2008,3630,40
10/20/2008,3590,-55
10/17/2008,3645,-134
10/16/2008,3779,-53
10/15/2008,3832,-76
10/14/2008,3908,-105
10/13/2008,4013,-72
10/10/2008,4085,-145
10/9/2008,4230,-237
10/8/2008,4467,-196
10/7/2008,4663,-128
10/6/2008,4791,-72
9/26/2008,4863,-38
9/25/2008,4901,-57
9/24/2008,4958,-53
9/23/2008,5011,-6
9/22/2008,5017,-15
9/19/2008,5032,-15
9/18/2008,5047,-20
9/17/2008,5067,0
9/16/2008,5067,-47
9/12/2008,5114,-73
9/10/2008,5187,-22
9/9/2008,5209,-8
9/8/2008,5217,-17
9/5/2008,5234,0
9/4/2008,5234,9
9/3/2008,5225,5
9/2/2008,5220,57
9/1/2008,5163,-2
8/29/2008,5165,-9
8/28/2008,5174,15
8/27/2008,5159,-12
8/26/2008,5171,-11
8/25/2008,5182,-84
8/22/2008,5266,0
8/21/2008,5266,-72
8/20/2008,5338,-58
8/19/2008,5396,-16
8/18/2008,5412,-75
8/15/2008,5487,-40
8/14/2008,5527,-35
8/13/2008,5562,-52
8/12/2008,5614,-49
8/11/2008,5663,-33
8/8/2008,5696,-19
8/7/2008,5715,-32
8/6/2008,5747,-23
8/5/2008,5770,-27
8/4/2008,5797,-15
8/1/2008,5812,-12
7/31/2008,5824,-31
7/30/2008,5855,-5
7/29/2008,5860,-15
7/28/2008,5875,-2
7/25/2008,5877,-20
7/24/2008,5897,-16
7/23/2008,5913,-26
7/22/2008,5939,-8
7/21/2008,5947,0
7/18/2008,5947,-8
7/17/2008,5955,-1
7/16/2008,5956,0
7/15/2008,5956,5
7/14/2008,5951,10
7/11/2008,5941,-5
7/10/2008,5946,8
7/9/2008,5938,-6
7/8/2008,5944,-3
7/7/2008,5947,-3
7/4/2008,5950,22
7/2/2008,5928,12
7/1/2008,5916,25
6/30/2008,5891,9
6/27/2008,5882,-1
6/26/2008,5883,1
6/25/2008,5882,5
6/24/2008,5877,7
6/23/2008,5870,2
6/20/2008,5868,-11
6/19/2008,5879,-25
6/18/2008,5904,-13
6/17/2008,5917,-27
6/16/2008,5944,0
6/13/2008,5944,-2
6/12/2008,5946,0
6/11/2008,5946,0
6/10/2008,5946,-6
6/6/2008,5952,-5
6/5/2008,5957,2
6/4/2008,5955,6
6/3/2008,5949,31
6/2/2008,5918,43
5/30/2008,5875,14
5/29/2008,5861,21
5/28/2008,5840,3
5/27/2008,5837,10
5/26/2008,5827,1
5/23/2008,5826,10
5/22/2008,5816,-9
5/21/2008,5825,0
5/20/2008,5825,-1
5/19/2008,5826,-9
5/16/2008,5835,0
5/15/2008,5835,8
5/14/2008,5827,8
5/13/2008,5819,4
5/12/2008,5815,16
5/9/2008,5799,10
5/8/2008,5789,13
5/7/2008,5776,2
5/6/2008,5774,17
5/5/2008,5757,64
5/2/2008,5693,48
4/30/2008,5645,19
4/29/2008,5626,45
4/28/2008,5581,36
4/25/2008,5545,10
4/24/2008,5535,14
4/23/2008,5521,17
4/22/2008,5504,12
4/21/2008,5492,2
4/18/2008,5490,6
4/17/2008,5484,-8
4/16/2008,5492,2
4/15/2008,5490,21
4/11/2008,5469,3
4/10/2008,5466,-94
4/9/2008,5560,0
4/8/2008,5560,11
4/7/2008,5549,-5
4/3/2008,5554,-5
4/2/2008,5559,0
4/1/2008,5559,47
3/31/2008,5512,28
3/28/2008,5484,23
3/27/2008,5461,19
3/26/2008,5442,3
3/25/2008,5439,12
3/24/2008,5427,6
3/21/2008,5421,0
3/20/2008,5421,-13
3/19/2008,5434,-12
3/18/2008,5446,-6
3/17/2008,5452,-9
3/14/2008,5461,-5
3/13/2008,5466,-8
3/12/2008,5474,-1
3/11/2008,5475,0
3/10/2008,5475,-8
3/7/2008,5483,-13
3/6/2008,5496,0
3/5/2008,5496,-5
3/4/2008,5501,20
3/3/2008,5481,89
2/29/2008,5392,12
2/28/2008,5380,23
2/27/2008,5357,16
2/26/2008,5341,52
2/25/2008,5289,55
2/22/2008,5234,34
2/21/2008,5200,89
2/20/2008,5111,50
2/19/2008,5061,53
2/18/2008,5008,89
2/1/2008,4919,7
1/31/2008,4912,3
1/30/2008,4909,0
1/29/2008,4909,0
1/28/2008,4909,2
1/25/2008,4907,14
1/24/2008,4893,0
1/23/2008,4893,4
1/22/2008,4889,0
1/21/2008,4889,-5
1/18/2008,4894,0
1/17/2008,4894,-3
1/16/2008,4897,-4
1/15/2008,4901,-10
1/14/2008,4911,-2
1/11/2008,4913,22
1/10/2008,4891,-4
1/9/2008,4895,0
1/8/2008,4895,8
1/7/2008,4887,-2
1/4/2008,4889,20
1/3/2008,4869,25
1/2/2008,4844,25
12/28/2007,4819,5
12/26/2007,4814,2
12/24/2007,4812,13
12/21/2007,4799,-5
12/20/2007,4804,-5
12/19/2007,4809,-13
12/18/2007,4822,0
12/17/2007,4822,-1
12/14/2007,4823,-5
12/13/2007,4828,-1
12/12/2007,4829,0
12/11/2007,4829,-1
12/10/2007,4830,-2
12/7/2007,4832,0
12/6/2007,4832,-2
12/5/2007,4834,15
12/4/2007,4819,56
12/3/2007,4763,182
11/30/2007,4581,0
11/29/2007,4581,0
11/28/2007,4581,12
11/27/2007,4569,29
11/26/2007,4540,8
11/23/2007,4532,2
11/22/2007,4530,15
11/21/2007,4515,-1
11/20/2007,4516,0
11/19/2007,4516,10
11/16/2007,4506,3
11/15/2007,4503,7
11/14/2007,4496,31
11/13/2007,4465,2
11/12/2007,4463,12
11/9/2007,4451,-3
11/8/2007,4454,20
11/7/2007,4434,-12
11/6/2007,4446,24
11/5/2007,4422,11
11/2/2007,4411,7
11/1/2007,4404,0
10/31/2007,4404,0
10/30/2007,4404,0
10/29/2007,4404,0
10/26/2007,4404,5
10/25/2007,4399,2
10/24/2007,4397,5
10/23/2007,4392,8
10/22/2007,4384,15
10/19/2007,4369,5
10/18/2007,4364,-3
10/17/2007,4367,-7
10/16/2007,4374,2
10/15/2007,4372,-5
10/12/2007,4377,0
10/11/2007,4377,-5
10/10/2007,4382,0
10/9/2007,4382,-5
10/8/2007,4387,5
9/28/2007,4382,-7
9/27/2007,4389,-12
9/26/2007,4401,-5
9/25/2007,4406,-22
9/24/2007,4428,14
9/21/2007,4414,-3
9/20/2007,4417,-12
9/19/2007,4429,-10
9/18/2007,4439,-9
9/17/2007,4448,-32
9/14/2007,4480,-17
9/13/2007,4497,-6
9/12/2007,4503,0
9/11/2007,4503,12
9/10/2007,4491,48
9/7/2007,4443,14
9/6/2007,4429,16
9/5/2007,4413,17
9/4/2007,4396,32
9/3/2007,4364,17
8/31/2007,4347,-3
8/30/2007,4350,7
8/29/2007,4343,30
8/28/2007,4313,37
8/27/2007,4276,44
8/24/2007,4232,25
8/23/2007,4207,18
8/22/2007,4189,31
8/21/2007,4158,24
8/20/2007,4134,14
8/17/2007,4120,44
8/16/2007,4076,7
8/15/2007,4069,14
8/14/2007,4055,2
8/13/2007,4053,-4
8/10/2007,4057,0
8/9/2007,4057,8
8/8/2007,4049,11
8/7/2007,4038,6
8/6/2007,4032,-10
8/3/2007,4042,5
8/2/2007,4037,0
8/1/2007,4037,15
7/31/2007,4022,51
7/30/2007,3971,15
7/27/2007,3956,30
7/26/2007,3926,10
7/25/2007,3916,5
7/24/2007,3911,-10
7/23/2007,3921,15
